name,desc,rating,made-it,reviews,photos,time,servings,cals,id
Gingerbread Cupcakes,"""These fast and easy cupcakes are great with ginger frosting or a can of buttercream, and are very easy to decorate. If you're an entertainer, these cupcakes are great for special occasions, and can be adorned with candy and other treats to match a holiday. I used these cupcakes for Christmas and they were delicious!!! Try them with a warm cup of milk or some coffee. Anything you can make with gingerbread is better with gingerbread cupcakes.""","{'value': '4.25', 'count': '7'}",45,7,4,"['PT15M', 'PT15M', 'PT30M']",24,155,9905
Chocolate Baklava,"""This chocolate version of the traditional Greek dessert is a cinch to make but looks like you've slaved for hours. It is very impressive and tastes delicious.""","{'value': '4.46', 'count': '8'}",28,8,4,"['PT30M', 'PT1H25M', 'PT1H55M']",48,201,9906
Skewered Cantaloupe,"""Don't turn your nose up at this dish. Melon grills beautifully, and the minty sauce takes it to the next level. For a great dessert, serve it with big scoops of vanilla ice cream.""","{'value': '3.81', 'count': '28'}",59,28,7,"['PT15M', 'PT6M', 'PT21M']",4,300,9907
Brownie Bites with Sea Salt,"""Not too dense, not too cake-like, these brownies are a step up from Sam's, BJ®'s or Costco®'s brownie bites. The consistency is perfect and the sea salt finishes them perfectly.""","{'value': '4.00', 'count': '1'}",15,1,1,"['PT15M', 'PT10M', 'PT25M']",24,170,9908
Banana Split Bars,"""A banana split bar which is very rich and a nice dessert.""","{'value': '4.82', 'count': '80'}",124,80,10,[],20,326,9909
Apple Dapple Cake with Lime Glaze,"""This is a moist, rich, robust apple cake. It's over-the-top with lots of different flavors and one you will never forget once you've tasted it. Enjoy!""","{'value': '0.00', 'count': '0'}",0,0,0,"['PT20M', 'PT1H8M', 'PT2H8M']",10,1020,9910
Vanilla and Chocolate Delight,"""This makes a delicious dessert that is layers of pecans, cream cheese, and vanilla and chocolate pudding.""","{'value': '4.61', 'count': '122'}",206,122,6,"['PT20M', 'PT25M', 'PT45M']",18,350,9911
Cowboy Cookie Mix in a Jar,"""Cookie mix layered in a jar. They are great for gift-giving or bake sales.""","{'value': '4.52', 'count': '285'}",405,285,39,"['PT25M', 'PT25M']",18,167,9912
Whole Wheat Ginger Snaps,"""Spicy and chewy Ginger Snaps made with all whole wheat flour. Yummy!!""","{'value': '4.76', 'count': '205'}",266,205,14,"['PT10M', 'PT15M', 'PT25M']",60,106,9913
Coconut Cake IV,"""This cake is soooo good and moist you should make two...that way you can be sure to get some. I take it to work and it disappears really fast.""","{'value': '4.35', 'count': '160'}",660,160,46,"['PT30M', 'PT1H', 'PT1H30M']",12,408,9914
Almond Sticks or Rings,"""This is a small, crisp delight.  This is one of the recipes that Grandma Krupitza brought from Austria about 100 years ago.  We generally serve these at the holiday season.""","{'value': '3.00', 'count': '2'}",2,2,0,"['PT20M', 'PT10M', 'PT1H30M']",25,167,9915
Quick and Easy Peach Pie Egg Rolls with Raspberry Sauce,"""I had to make a dessert really quickly because we had some friends over for dinner. Unfortunately I lent out my car and was unable to make it to the grocery store. All I had was a can of peach pie filling, some raspberry jam, cream cheese, egg roll wrappers, and some vanilla ice cream in the freezer.""","{'value': '4.27', 'count': '9'}",15,9,2,"['PT25M', 'PT20M', 'PT45M']",6,675,9916
Koulourakia II,"""S shaped cookies sprinkled with sesame seeds.""","{'value': '4.17', 'count': '2'}",17,2,1,[],24,142,9917
Hilda's Icebox Cookies,"""We got this recipe from a special neighbor who was like a grandmother to me.  Chill them and slice them very thin before baking.""","{'value': '4.50', 'count': '3'}",5,3,1,[],84,96,9918
Strawberry Napoleons,"""This delicious, attractive, and (most importantly) super-easy puff pastry recipe can easily be made low-fat by using fat-free whipped topping and skim milk. This recipe should be enjoyed the same day for best results. Enjoy!""","{'value': '4.60', 'count': '44'}",75,44,12,"['PT25M', 'PT15M', 'PT1H']",8,301,9919
Mom's Rolled Sugar Cookies,"""These cookies are great rolled out or you can put them through the bar cookie disc of a cookie press to make thin cookies.  (Using a cookie press is much faster than rolling them out.)""","{'value': '3.69', 'count': '14'}",20,14,1,[],30,182,9920
Maple Walnut Bars,"""This is a maple flavored bar with a delicious cream cheese icing.""","{'value': '4.11', 'count': '8'}",13,8,1,[],16,311,9921
Sweet Potato Cheesecake,"""Sweet potatoes are a delectable addition to cheesecake. The rich, buttery flavor, and the smooth texture are perfect.  This is a good pick for the fall or winter table.""","{'value': '4.65', 'count': '110'}",345,110,57,"['PT40M', 'PT1H', 'PT3H40M']",12,619,9922
Salted Caramel Fudge,"""A delicious holiday treat. This was made by my husband and I on a particularly sugar-craving night. Add sugar sprinkles for decoration.""","{'value': '2.38', 'count': '8'}",8,8,1,"['PT10M', 'PT20M', 'PT1H30M']",24,208,9923
Rustic Blueberry and Fig Crostata,"""An incredibly simple free-form dessert, also know as a galette, that's perfect for new or experienced bakers. The complementary tarragon gives it a little pop of unexpected flavor.""","{'value': '1.00', 'count': '1'}",10,1,1,"['PT30M', 'PT20M', 'PT1H5M']",6,243,9924
Quinoa Breakfast Pudding,"""Quinoa is a high-protein grain native to South America. You can find it in most health food stores and some grocery stores. This is a simple, delicious vegan recipe full of plump raisins, and sweetened with apple juice. Serve with berries, sliced bananas and maple syrup.""","{'value': '3.94', 'count': '142'}",209,142,19,"['PT5M', 'PT35M', 'PT40M']",6,202,9925
Easy German Apple Sheet Cake,"""This quick and easy apple sheet cake recipe is from Germany where these types of cakes are very popular. Perfect for serving a crowd!""","{'value': '4.50', 'count': '2'}",31,2,1,"['PT20M', 'PT30M', 'PT50M']",24,196,9926
Raisin Butter Tart Squares,"""Gooey, yummy sweet treat that's quick and easy to make!""","{'value': '4.78', 'count': '14'}",40,14,4,"['PT20M', 'PT35M', 'PT1H30M']",16,228,9927
Cantaloupe Sorbet,"""Refreshing summer sorbet without the need for an ice cream machine!""","{'value': '0.00', 'count': '0'}",1,0,0,"['PT10M', 'PT15M', 'PT3H25M']",5,199,9928
Ham Hand Pies with Apple Jam and Goat Cheese,"""Homemade dough is filled with the perfect marriage of goat cheese, diced ham, and apple jam to make these sensational hand pies.""","{'value': '0.00', 'count': '0'}",0,0,1,"['PT20M', 'PT15M', 'PT1H5M']",12,209,9929
Strawberry Poke Cake,"""Fresh or frozen strawberries and sweetened whipped cream take your box cake mix to another level. Once chilled, cut into servings and top each piece with sweetened whipped cream. Garnish with strawberry slices, if desired. Store leftovers in the refrigerator.""","{'value': '5.00', 'count': '1'}",2,1,1,"['PT15M', 'PT35M', 'PT1H15M']",12,311,9930
Apple Tart with Creme Fraiche,"""A juicy and moist apple tart perfect for afternoon tea and picnics by the river. Serve with creme fraiche for an extra treat.""","{'value': '0.00', 'count': '0'}",0,0,1,"['PT30M', 'PT55M', 'PT1H25M']",12,271,9931
"Carrot-Honey Cake (Eggless, Butterless, Refined-Sugar-Free)","""An eggless, butterless, refined-sugar-free carrot-honey cake. Can be eaten on its own or with an orange-honey glaze, or, for a celebratory dessert, orange buttercream frosting.""","{'value': '0.00', 'count': '0'}",0,0,1,"['PT20M', 'PT25M', 'PT55M']",6,287,9932
Always Delicious Cherry Pie,"""Sweet and sour cherry pie. Incredibly yummy with vanilla ice cream! Be sure to get the regular cherries, not cherry pie filling.""","{'value': '4.40', 'count': '5'}",7,5,2,"['PT25M', 'PT50M', 'PT4H15M']",8,474,9933
Peanut Butter Cocoa No-Bake Cookies,"""This recipe is one of the best no-bake cookie recipes I know. Enjoy!!""","{'value': '4.70', 'count': '276'}",437,276,23,[],24,203,9934
Chocolate Meringue Pie,"""This pie will delight chocolate lovers! My husband's family has enjoyed it at get togethers for many years.""","{'value': '3.67', 'count': '56'}",79,56,11,[],8,260,9935
Graham Cracker Cake I,"""Why this isn't as popular as it once was, I will never know.""","{'value': '4.39', 'count': '17'}",19,17,3,[],12,709,9936
Irish Cream Truffles,"""These delectable chocolate truffles are made with Irish cream and are perfect for St. Patrick's Day. Roll in melted chocolate, finely chopped nuts, or cocoa powder for a finishing touch.""","{'value': '4.00', 'count': '6'}",15,6,2,"['PT15M', 'PT10M', 'PT1H25M']",24,152,9937
Cream Puffs,"""An easy and impressive way to make a great dessert.  Whip them up and watch them disappear!""","{'value': '4.62', 'count': '1184'}",1k,1k,239,"['PT30M', 'PT25M', 'PT55M']",20,190,9938
Vegetarian Carrot Cake,"""This is a delicious, mouth watering, scrumptious, vegetarian Malaysian recipe.""","{'value': '4.14', 'count': '12'}",13,12,6,[],10,388,9939
Ginger Cookies from Stevia In The Raw®,"""Ginger, cinnamon, and ground cloves make these simple ginger cookies a cookie-platter favorite.""","{'value': '4.67', 'count': '2'}",11,2,2,"['PT2H', 'PT10M', 'PT2H10M']",48,53,9940
Watermelon Mango Ice Pops,"""This is a recipe that I came up with for a fun summer treat for my kids! You could add sugar or honey to this to make it sweeter.""","{'value': '4.75', 'count': '3'}",3,3,1,"['PT15M', 'PT4H15M']",6,39,9941
Awesome Apple Pie Cookies,"""These mini-apple pies are a sure hit and a perfect use for apples in the fall. They look great on a cookie plate and taste great! If any apple mixture remains, it can be served warm over vanilla ice cream!""","{'value': '3.83', 'count': '5'}",15,5,3,"['PT30M', 'PT55M', 'PT1H55M']",24,233,9942
Crostata with Lemon Custard and Whipped Ricotta Cream,"""Would you like a slice of a delicate and elegant dessert? Let me offer you an Italian-style crostata filled with two layers of heavenly, tender, lemony creams topped with sour-sweet berries. Mmmm the dessert feels so light and airy and delicious. I foresee your desire for another slice. Please do not hesitate and help yourself with more. Decorate with any seasonal berries or fruit of your choice. Serve with tea, coffee, or dessert wine.""","{'value': '5.00', 'count': '1'}",1,1,1,"['PT35M', 'PT25M', 'PT2H']",8,418,9943
Make Ahead Butter Balls,"""This recipe uses a make ahead mix that can be stored in the refrigerator for up to 4 weeks.   Add the following ingredients to the mix for buttery cookies.""","{'value': '3.75', 'count': '4'}",6,4,1,[],12,147,9944
Serano Chocolate Cake,"""Very chocolaty chocolate cake made from scratch! Perfect for kids' birthday parties and it is good they learn to appreciate the taste of real chocolate and real whipped cream!""","{'value': '3.67', 'count': '6'}",6,6,6,"['PT1H', 'PT30M', 'PT2H30M']",12,378,9945
Lepp Cookies II,"""Delicious drop cookies.""","{'value': '4.17', 'count': '5'}",6,5,1,[],48,120,9946
Chocolate Pecan Pie I,"""This is made just like a traditional pecan pie, with the addition of chocolate chips. It is very fudgy. It is always the first dessert to go at our family's Thanksgiving!""","{'value': '4.48', 'count': '77'}",129,77,4,"['PT15M', 'PT50M', 'PT1H5M']",8,736,9947
Peach Upside Down Cake I,"""This cake uses fresh peaches. Serve with whipped cream.""","{'value': '4.24', 'count': '98'}",140,98,22,"['PT20M', 'PT35M', 'PT1H']",9,318,9948
Olive Oil Cranberry Bundt Cake,"""My favorite Bundt cake. Light and moist, absolutely delicious! Also good with blueberries. If using blueberries, omit cinnamon and cloves.""","{'value': '4.54', 'count': '23'}",31,23,3,"['PT15M', 'PT1H', 'PT1H15M']",12,385,9949
Irish Whiskey Cake,"""Chock-full of raisins, lemon peel and spices. The light brown sugar and whiskey give this cake a mild butterscotch type of flavor.""","{'value': '4.00', 'count': '10'}",13,10,1,"['PT40M', 'PT1H', 'PT1H40M']",9,561,9950
Walnut Cookies I,"""An easy recipe for tasty cookies!""","{'value': '3.71', 'count': '7'}",9,7,3,[],48,146,9951
Hawaiian Cake,"""This is a moist and unusual cake.  Great for summer.""","{'value': '4.19', 'count': '13'}",25,13,1,[],14,566,9952
Green Tea Layer Cake,"""This is a light and moist cake that is not too sweet and has a refreshing green tea fragrance. The frosting uses cream cheese but has enough sweetness to mask the sour taste. The matcha (green tea) powder gives it a delicate green hue too. This cake can also be baked as a sheet cake in a 9x 13 inch pan or as 2 separate round cakes in two 8-inch round pans. Adjust baking time accordingly.""","{'value': '4.40', 'count': '127'}",165,127,39,"['PT30M', 'PT40M', 'PT1H40M']",12,449,9953
Rhubarb Custard Pie II,"""My husband's favorite.""","{'value': '4.64', 'count': '69'}",95,69,6,[],8,492,9954
Pumpkin Chiffon Pie I,"""This is one of my sister's introductions to the family traditions!""","{'value': '4.50', 'count': '17'}",26,17,2,[],8,229,9955
Lemon Meringue Pie II,"""A traditional lemon meringue pie, made entirely from scratch.""","{'value': '3.64', 'count': '19'}",41,19,7,[],8,330,9956
Easy Hamantaschen,"""A favorite treat for the Purim holiday!  It has always worked better for me if I cover the dough  and refrigerate overnight.""","{'value': '4.03', 'count': '57'}",99,57,19,"['PT15M', 'PT12M', 'PT27M']",24,246,9957
S'mores Cookies,"""Try these yummy S'mores Cookies that are a delicious treat anytime of the year. They're simple and fun to make with your kids.""","{'value': '4.25', 'count': '4'}",4,4,1,"['PT10M', 'PT15M', 'PT25M']",16,226,9958
Praline Pumpkin Pie I,"""This is an easy pumpkin pie that everyone loved at a church dinner.  Different from the same old  filling.  It has a layer of pralines on the bottom of the pie shell, and then is filled with a stove top cooked filling. Garnish with whipped topping and chopped pecans.""","{'value': '3.00', 'count': '1'}",1,1,0,[],8,330,9959
Chocolate Pecan Delite,"""This layered dessert with a pecan crust, cream cheese and pudding is a favorite of most all.""","{'value': '4.81', 'count': '40'}",104,40,3,"['PT30M', 'PT15M', 'PT45M']",12,422,9960
Cake Balls,"""This recipe is very versatile and heavily addictive. You can mix and match cake and icing flavors as well as the chocolate coatings. The variations are unlimited, and they can be nicely packaged and given as gifts.""","{'value': '4.26', 'count': '1871'}",2k,1k,708,"['PT40M', 'PT30M', 'PT3H10M']",36,124,9961
Easy Chocolate Fudge,"""Fudge the easy way. Sweet, rich and delicious.""","{'value': '4.19', 'count': '55'}",66,55,6,[],12,351,9962
Butter Bean Custard Pie,"""A great bean pie!""","{'value': '4.33', 'count': '12'}",14,12,1,"['PT30M', 'PT1H', 'P1DT2H30M']",8,408,9963
