recipe,seq,step
269,5,"Meanwhile, make the strawberry drizzle. Hull and roughly chop the strawberries, then place into a bowl with the sugar and lemon juice. Leave for around 5 minutes to soak, then place in a liquidiser and blitz until smooth. When you’re ready to serve, remove the cheesecake from the freezer, then allow to thaw slightly for around 10 minutes. Serve the strawberry drizzle alongside the cheesecake, then tuck in!"
270,0,Preheat the oven to 180ºC/350ºF/gas 4. Grease and line the bottom and sides of a 20cm springform cake tin with greaseproof paper.
270,1,"Using an electric whisk, beat the butter with the caster sugar until light and creamy. Add the eggs one by one, beating each in well. Fold in your ground almonds, poppy seeds, the lemon zest and juice and the sifted flour. Spoon the mix into the prepared cake tin and bake in the preheated oven for 40 minutes or until lightly golden. You can check to see if the cake is cooked by poking a cocktail stick right into the sponge. Remove it after 5 seconds and if it comes out clean the cake is cooked; if slightly sticky it needs a little longer, so put it back in the oven. Allow the cake to cool on a rack."
270,2,"Make your lemon syrup by heating the sugar and lemon juice in a pan until the sugar has dissolved. While your cake is still warm, make lots of little holes in the top with a cocktail stick and pour your syrup over."
270,3,"To make your icing, sift the icing sugar into a bowl and add the lemon zest and juice, stirring until smooth. When your cake is almost cool, put it on a serving plate and pour the icing carefully over the top. If you pour it on to the middle of the cake, then let gravity disperse the icing down the sides, you get the ‘drizzle’ effect! Give it a helping hand with a spoon if you want."
271,0,"Preheat the oven to 190ºC/375ºF/gas 5. Grease a springform cake tin (roughly 20cm) with butter, line the base with greaseproof paper, then dust the sides with gluten-free flour."
271,1,"Lightly beat the eggs in a large bowl, add the sugar and oil, then mix to combine. Sieve in the flour and spices, then fold through. Peel and grate the apple (core and all) and carrots, then stir into the mixture along with the orange zest and juice and sultanas. Roughly chop and add the walnuts, if using. "
271,2,"Pour the mixture into the prepared cake tin, then place on the middle shelf of the oven for 30 to 35 minutes, or until golden and an inserted skewer comes out clean. Leave the cake to cool in the tin for around 5 minutes, before turning it out onto a wire cooling rack to cool completely."
271,3,"Meanwhile, make the icing. Beat the butter, icing sugar and most of the orange zest until pale and smooth, then stir in the cream cheese until just combined. "
271,4,"Once cooled, decorate the cake with the icing. Lightly crush the walnuts in a pestle and mortar and sprinkle on top. Finish with a grating of orange zest, then serve."
272,0,Preheat the oven to 200°C/400°F/gas 6. 
272,1,"Put a 21cm-diameter frying pan with an ovenproof handle on a hob over a medium heat. Add the sugar and heat to a lovely caramel colour, stirring constantly. "
272,2,"Chop the butter into cubes, then add to the pan with the ginger and cinnamon, and stir to combine. "
272,3,"Peel and core the pears, cut into wedges, then place in the caramel and spoon over the mixture. Turn the heat down and cook for 5 to 10 minutes, or until the pears are just tender and cooked but retain their shape. "
272,4,"Remove from the heat and cool slightly, then arrange the pears prettily in the pan. "
272,5,Roll out the pastry to about 5mm thick and cut a disc slightly bigger than your pan (about 24cm). 
272,6,"Carefully place the pastry disc on top of the pears and caramel, then carefully tuck it snugly around the outside of the pears and down into the sides of the pan. "
272,7,"Bake the pie for 30 to 40 minutes, or until the pastry is golden brown and puffed up."
272,8,"Remove from the oven and leave for 10 minutes. Run a knife around the edge, place a large plate over the top and carefully turn the tart onto the plate. Serve with double cream."
273,0,"This is a fantastic quick recipe for those days when you don't want to spend ages knocking up a dessert. Or it can be a really good intermediate palate cleanser before your main course. It can be made with any jam you like, but blueberry jam is particularly tasty. Try strawberry or raspberry too."
273,1,"Divide your yoghurt between 4 dessert bowls or small glasses. Spoon over your blueberry jam, cover with your elderflower cordial, and top with a sprig of mint."
274,0,Melt the 100g of butter and leave it to cool.
274,1,"Crack the eggs into a bowl, add the milk and whisk to combine. Sift in the flour, baking powder and ¼ teaspoon of salt, then whisk until fully combined. Add the cooled melted butter and gradually stir it through the mixture. It’s important not to stir the mixture any more after this or your waffles may be tough."
274,2,"Place your griddle pan over a high heat, add the extra teaspoon of butter and as soon as it’s melted pour in the waffle batter and spread it around to fill the pan. You could also make smaller waffles, if you prefer – you’ll need to do 2 at a time."
274,3,"Lower the heat to medium-low and cook the waffles for around 6 minutes, or until lightly golden on the bottom. Flip over and continue to cook for around 6 minutes, until golden and cooked through. (It can be tricky to flip a whole waffle, but be bold and go for it – if it breaks, don’t worry, you can rock the rustic look.)"
274,4,"Give the waffle an extra couple of minutes on each side to crisp up, then serve them with your toppings. I like mine with bacon, egg and maple syrup, but you can serve them with berries and yoghurt, or whatever you like."
275,0,Grease the sides of a 23cm loose-bottomed cake tin and line the base with greaseproof paper. 
275,1,"In a large saucepan, melt the butter over a low heat. Blitz the biscuits in a food processor until finely ground, then stir into the butter. Press the crumbs evenly into the tin, then leave in the fridge for 20 minutes to firm up."
275,2,"Halve the vanilla pod lengthways, scrape the seeds into a large bowl and whisk in the cream cheese. "
275,3,"In a separate bowl, whisk the cream to soft peaks, then fold into the cream cheese with 1 heaped teaspoon of jam. Spoon a 1cm-thick layer over the biscuit base. "
275,4,"Add 1 heaped tablespoon of jam to the rest of the mixture, and add another layer to the cheesecake. Keep doing this, adding more jam each time – so the layers get darker as you go – until you have used a whole jar of jam, leaving a 1cm gap at the top. Place the cheesecake in the fridge for 1 hour to firm up."
275,5,"Meanwhile, make the jelly. Soak the gelatine in cold water for 5 minutes, then drain. Spoon the remaining ½ jar of jam in a saucepan over a low heat along with 100ml of water and 50g of berries, and gently simmer for 3 minutes. "
275,6,"Stir in the gelatine until dissolved, then pour into a glass jug and cool for 30 minutes."
275,7,"Once cooled, pour the jelly over the cheesecake, carefully spreading over the surface. Let it sit in the fridge for 1 more hour, until the jelly is firm to the touch.  "
275,8,The cheesecake will keep in the fridge for up to 3 days – serve garnished with the remaining blackcurrants and blackberries.
276,0,Pour the coconut milk into a small pan over a low heat and heat through.
276,1,"Snap the chocolate into a bowl, add the coconut oil, then pour over the coconut milk and stir gently to combine – it’s important not to mix too quickly."
276,2,"Stir in the vanilla, then cover the bowl with clingfilm and place in the fridge to set for at least 4 hours."
276,3,"When the truffle mixture is almost set, toast the desiccated coconut in a dry frying pan over a medium heat for 1 to 2 minutes, or until lightly golden, then tip onto a plate."
276,4,"Return the pan to the heat, scatter in the nuts and toast for 2 minutes, or until golden. Leave to cool for a few minutes, then finely chop and place onto a second plate. "
